CLIENT_ID,ACCOUNT_ID,GENDER,BIRTH_DT,ACTIVE,LOAN,COUNTY_ID,SET_SPLIT
203,168,M,19620610,1,0,31,TRAIN
205,169,F,19420615,1,0,4,TEST
206,170,F,19630413,1,0,59,TRAIN
207,171,M,19320520,1,0,46,TRAIN
208,172,F,19400625,1,0,13,TRAIN
210,173,M,19391130,1,1,66,TRAIN
212,174,M,19750210,1,0,52,TRAIN
215,176,M,19670924,1,1,71,TRAIN
216,177,M,19600130,1,0,1,TRAIN
217,178,F,19741222,1,0,59,TEST
218,179,F,19800123,1,0,1,TRAIN
219,180,F,19640402,1,0,60,TEST
221,181,F,19770225,1,0,21,TRAIN
222,182,F,19720629,1,0,47,TRAIN
223,183,F,19520227,1,0,43,TEST
224,184,M,19550511,1,0,77,TRAIN
225,185,M,19360510,1,0,32,TRAIN
226,186,M,19420616,1,0,1,TEST
227,187,F,19261218,1,0,52,TRAIN
228,188,F,19560316,1,0,48,TRAIN
229,189,M,19690722,1,0,76,TRAIN
230,190,F,19670310,1,0,74,TRAIN
231,191,M,19410218,1,0,41,TEST
232,192,F,19210617,1,0,55,TRAIN
233,193,F,19581203,1,0,69,TRAIN
235,194,F,19430828,1,0,44,TEST
236,195,M,19610901,1,0,70,TRAIN
239,197,F,19740910,1,0,1,TEST
240,198,F,19290617,1,0,34,TRAIN
241,199,M,19590123,1,0,70,TRAIN
242,200,F,19610801,1,0,17,TRAIN
243,201,M,19540210,1,0,63,TRAIN
246,204,F,19701228,1,0,67,TRAIN
247,205,M,19570508,1,0,1,TRAIN
248,206,F,19691212,1,0,61,TEST
250,207,F,19791125,1,0,8,TRAIN
251,208,F,19760303,1,0,54,TEST
252,209,F,19690901,1,0,37,TRAIN
253,210,F,19470512,1,0,48,TRAIN
254,211,M,19630530,1,0,28,TEST
255,212,F,19511011,1,0,27,TRAIN
256,213,F,19630227,1,0,73,TRAIN
257,214,F,19421104,1,0,22,TRAIN
259,215,M,19660608,1,0,31,TEST
261,216,F,19371207,1,0,38,TRAIN
262,217,M,19451125,1,0,77,TRAIN
263,218,M,19620520,1,0,68,TEST
264,219,M,19780822,1,0,28,TRAIN
265,220,F,19330107,1,0,72,TRAIN
266,221,F,19670828,1,0,19,TEST
267,222,M,19670612,1,0,37,TRAIN
268,223,F,19820502,1,0,39,TRAIN
269,224,F,19231203,1,0,15,TRAIN
270,225,M,19470308,1,0,46,TRAIN
272,226,F,19441025,1,1,70,TRAIN
273,227,F,19720515,1,0,27,TRAIN
274,228,F,19701125,1,0,17,TRAIN
275,229,F,19181112,1,0,1,TEST
276,230,M,19570611,1,0,1,TRAIN
278,231,F,19721227,1,0,22,TRAIN
280,232,F,19691218,1,0,45,TRAIN
282,234,F,19380224,1,0,73,TRAIN
284,235,M,19740806,1,0,10,TEST
285,236,M,19540603,1,0,72,TRAIN
287,237,M,19800909,1,0,50,TEST
288,238,M,19620421,1,0,6,TRAIN
289,239,M,19580327,1,0,54,TRAIN
290,240,M,19590112,1,0,72,TRAIN
292,241,F,19580906,1,0,15,TRAIN
293,242,M,19430927,1,0,69,TEST
294,243,M,19680321,1,0,58,TRAIN
295,244,M,19390327,1,0,12,TEST
296,245,M,19740301,1,0,65,TEST
297,246,F,19240315,1,0,65,TEST
300,248,F,19570730,1,0,1,TRAIN
301,249,M,19420110,1,0,28,TEST
302,250,M,19710223,1,0,56,TEST
303,251,M,19460506,1,0,74,TRAIN
304,252,F,19340311,1,0,19,TEST
305,253,M,19380608,1,0,46,TEST
308,255,F,19760612,1,0,68,TRAIN
309,256,F,19691214,1,0,37,TRAIN
310,257,M,19500416,1,0,11,TEST
311,258,F,19300916,1,0,64,TRAIN
312,259,M,19240703,1,0,2,TRAIN
313,260,F,19420511,1,0,24,TRAIN
315,261,M,19670501,1,0,54,TRAIN
316,262,M,19550428,1,0,75,TRAIN
317,263,F,19571006,1,0,64,TRAIN
318,264,F,19430402,1,0,15,TRAIN
319,265,F,19290404,1,0,19,TRAIN
321,266,F,19431024,1,0,47,TRAIN
322,267,M,19330201,1,0,38,TEST
324,268,M,19601203,1,0,3,TRAIN
325,269,M,19600221,1,0,3,TRAIN
326,270,F,19670918,1,0,27,TRAIN
328,271,F,19180124,1,0,1,TEST
329,272,M,19641203,1,0,11,TRAIN
330,273,F,19440805,1,0,65,TRAIN
331,274,M,19420302,1,0,1,TRAIN
332,275,M,19780725,1,0,29,TEST
333,276,M,19711019,1,1,38,TEST
334,277,M,19691031,1,0,32,TEST
335,278,F,19670722,1,0,73,TRAIN
336,279,F,19640211,1,0,39,TEST
338,280,F,19510619,1,0,8,TRAIN
339,281,M,19660730,1,0,1,TRAIN
341,282,M,19770316,1,0,69,TRAIN
343,283,M,19191119,1,0,44,TEST
344,284,F,19630716,1,0,54,TEST
345,285,M,19531207,1,0,17,TRAIN
347,286,M,19591213,1,0,71,TRAIN
349,287,F,19270527,1,0,39,TRAIN
350,288,F,19250402,1,,25,TRAIN
351,289,M,19730501,1,0,1,TRAIN
352,290,M,19400827,1,1,56,TRAIN
353,291,M,19651026,1,0,7,TRAIN
354,292,F,19220427,1,0,49,TRAIN
356,293,F,19791207,1,0,1,TRAIN
358,294,F,19590626,1,0,7,TRAIN
359,295,M,19700216,1,0,66,TEST
360,296,M,19430427,1,0,49,TRAIN
361,297,F,19770525,1,0,74,TRAIN
362,298,F,19500427,1,0,35,TRAIN
364,299,F,19421205,1,0,54,TRAIN
365,300,M,19300109,1,0,1,TRAIN
367,301,F,19630903,1,0,60,TRAIN
369,302,F,19301106,1,0,7,TRAIN
370,303,F,19560105,1,1,71,TRAIN
371,304,M,19420716,1,0,4,TEST
372,305,M,19320403,1,0,34,TRAIN
373,306,M,19360228,1,0,16,TRAIN
374,307,M,19670614,1,0,26,TRAIN
375,308,F,19690929,1,0,61,TRAIN
376,309,F,19730108,1,1,14,TEST
378,311,M,19780515,1,0,50,TRAIN
380,312,M,19730119,1,0,41,TRAIN
381,313,F,19770126,1,0,73,TRAIN
383,314,F,19390517,1,1,15,TEST
385,315,M,19480324,1,0,45,TRAIN
386,316,M,19800821,1,0,62,TEST
387,317,M,19270606,1,0,76,TRAIN
388,318,F,19501030,1,0,36,TRAIN
389,319,F,19740630,1,1,47,TRAIN
390,320,F,19770127,1,0,47,TRAIN
391,321,F,19330522,1,0,47,TRAIN
392,322,F,19500401,1,0,74,TRAIN
394,323,F,19240518,1,0,52,TEST
396,324,M,19200502,1,0,1,TRAIN
397,325,M,19300327,1,0,75,TRAIN
398,326,F,19250326,1,0,61,TRAIN
399,327,M,19520414,1,0,45,TRAIN
400,328,M,19331227,1,0,1,TEST
402,329,M,19431225,1,0,3,TEST
403,330,F,19730526,1,1,42,TRAIN
405,331,F,19341019,1,0,65,TRAIN
406,332,M,19770515,1,0,36,TEST
407,333,F,19750527,1,0,73,TRAIN
408,334,F,19780222,1,0,35,TRAIN
409,335,M,19250618,1,0,74,TRAIN
410,336,M,19621220,1,0,62,TEST
413,338,F,19721118,1,0,49,TRAIN
416,340,F,19321007,1,0,1,TRAIN
418,341,M,19661013,1,0,28,TEST
419,342,F,19701007,1,0,64,TRAIN
420,343,M,19780313,1,0,18,TEST
421,344,M,19650731,1,1,54,TRAIN
422,345,M,19461207,1,0,69,TRAIN
423,346,M,19570623,1,0,37,TRAIN
424,347,M,19471008,1,1,1,TRAIN
425,348,M,19480212,1,0,25,TEST
426,349,M,19370601,1,1,72,TRAIN
428,350,F,19191116,1,,47,TEST
429,351,F,19810120,1,0,50,TRAIN
430,352,M,19200728,1,0,39,TRAIN
431,353,F,19271001,1,0,24,TEST
432,354,F,19520326,1,0,59,TRAIN
433,355,M,19550207,1,0,62,TRAIN
434,356,F,19430130,1,0,70,TEST
435,357,M,19671023,1,0,20,TRAIN
436,358,M,19550615,1,0,2,TRAIN
437,359,F,19200117,1,0,11,TRAIN
438,360,M,19380928,1,0,32,TRAIN
439,361,F,19680912,1,0,51,TRAIN
440,362,F,19700707,1,0,15,TRAIN
441,363,M,19590914,1,0,1,TRAIN
442,364,F,19711216,1,0,1,TRAIN
444,365,F,19600801,1,0,74,TRAIN
445,366,F,19470427,1,0,1,TRAIN
447,367,M,19460904,1,0,23,TEST
448,368,F,19700815,1,0,77,TEST
450,370,M,19531127,1,0,25,TRAIN
451,371,M,19790414,1,0,12,TRAIN
452,372,F,19531022,1,0,55,TRAIN
453,373,M,19690716,1,0,67,TRAIN
454,374,F,19490615,1,0,38,TRAIN
455,375,M,19200726,1,0,68,TRAIN
456,376,M,19400228,1,0,25,TRAIN
457,377,M,19500926,1,0,70,TEST
458,378,M,19610724,1,1,68,TRAIN
459,379,F,19670723,1,0,32,TRAIN
461,381,F,19700813,1,0,68,TRAIN
462,382,M,19701221,1,0,14,TRAIN
463,383,M,19440405,1,0,38,TRAIN
464,384,F,19590730,1,0,24,TRAIN
465,385,M,19520901,1,0,5,TRAIN
466,386,F,19471119,1,0,1,TRAIN
468,387,M,19590427,1,0,72,TRAIN
469,388,F,19701013,1,0,59,TEST
470,389,F,19540421,1,0,30,TRAIN
471,390,M,19770111,1,0,44,TEST
472,391,M,19811227,1,0,36,TRAIN
473,392,F,19390925,1,0,1,TEST
474,393,M,19490531,1,0,46,TEST
476,395,F,19470601,1,0,1,TRAIN
478,396,M,19780621,1,0,21,TRAIN
479,397,M,19470820,1,0,11,TRAIN
481,398,M,19270122,1,0,69,TEST
483,399,M,19440619,1,0,1,TRAIN
484,400,F,19590913,1,0,28,TRAIN
485,401,M,19780516,1,0,32,TRAIN
486,402,M,19440412,1,0,68,TRAIN
487,403,F,19220401,1,0,1,TRAIN
489,404,M,19401007,1,0,41,TRAIN
490,405,M,19501023,1,0,55,TRAIN
491,406,M,19660805,1,0,63,TRAIN
492,407,M,19351026,1,0,72,TRAIN
493,408,F,19420604,1,0,41,TRAIN
494,409,M,19800519,1,0,1,TRAIN
495,410,F,19370407,1,0,49,TRAIN
496,411,F,19510521,1,0,70,TRAIN
497,412,M,19530202,1,0,74,TRAIN
499,413,F,19350708,1,0,18,TRAIN
500,414,M,19710106,1,0,1,TRAIN
501,415,M,19371028,1,0,62,TRAIN
502,416,M,19191208,1,0,6,TRAIN
503,417,M,19590724,1,0,73,TRAIN
504,418,M,19790801,1,0,36,TRAIN
505,419,M,19771221,1,0,13,TRAIN
506,420,M,19460816,1,0,75,TRAIN
507,421,M,19541116,1,0,75,TRAIN
508,422,M,19710428,1,0,53,TRAIN
509,423,M,19800502,1,0,73,TRAIN
510,424,M,19760415,1,0,12,TEST
511,425,M,19590218,1,0,9,TEST
512,426,F,19650803,1,1,60,TRAIN
513,427,F,19740111,1,0,8,TRAIN
515,428,M,19320526,1,0,1,TEST
517,429,M,19650725,1,0,63,TRAIN
518,430,F,19790428,1,0,54,TEST
519,431,M,19800413,1,0,18,TRAIN
520,432,F,19470927,1,0,46,TRAIN
521,433,M,19751225,1,0,69,TRAIN
522,434,F,19560304,1,0,1,TRAIN
523,435,M,19221217,1,0,38,TRAIN
524,436,F,19630102,1,0,30,TRAIN
526,437,M,19640201,1,0,43,TRAIN
528,438,M,19770211,1,0,37,TRAIN
529,439,M,19781105,1,0,69,TRAIN
530,440,F,19570927,1,1,29,TRAIN
531,441,M,19761004,1,0,27,TRAIN
533,442,F,19410519,1,1,54,TRAIN
534,443,M,19570722,1,0,74,TRAIN
535,444,M,19370909,1,0,26,TRAIN
536,445,M,19390825,1,0,47,TRAIN
537,446,M,19350116,1,0,1,TRAIN
538,447,F,19480510,1,0,5,TRAIN
540,449,M,19210728,1,0,19,TRAIN
542,450,F,19210209,1,0,59,TRAIN
543,451,F,19580415,1,0,11,TRAIN
544,452,M,19481116,1,0,63,TEST
545,453,F,19731011,1,0,75,TRAIN
546,454,M,19530825,1,0,7,TRAIN
547,455,M,19490331,1,0,54,TRAIN
548,456,M,19371204,1,0,49,TRAIN
550,458,M,19611130,1,0,7,TRAIN
551,459,F,19760705,1,0,47,TEST
552,460,F,19340508,1,0,1,TRAIN
554,461,F,19250419,1,0,30,TEST
556,462,M,19460708,1,0,29,TRAIN
557,463,M,19390717,1,0,51,TRAIN
558,464,F,19200705,1,0,43,TRAIN
559,465,F,19720905,1,0,32,TRAIN
560,466,F,19671216,1,0,71,TEST
561,467,F,19621110,1,0,74,TRAIN
562,468,F,19750922,1,0,49,TRAIN
563,469,F,19610909,1,0,72,TRAIN
565,470,F,19590703,1,0,64,TRAIN
566,471,F,19460305,1,0,47,TRAIN
568,472,F,19600719,1,1,8,TRAIN
569,473,M,19620615,1,0,73,TRAIN
570,474,F,19410131,1,0,61,TRAIN
571,475,M,19240927,1,0,3,TRAIN
573,476,M,19670810,1,0,69,TRAIN
574,477,M,19721225,1,0,1,TRAIN
575,478,M,19700404,1,0,58,TRAIN
577,479,F,19631205,1,0,1,TRAIN
578,480,F,19770707,1,0,23,TRAIN
579,481,F,19330531,1,0,72,TEST
581,483,F,19490204,1,0,70,TRAIN
582,484,M,19500926,1,0,1,TRAIN
583,485,F,19650101,1,0,75,TRAIN
584,486,F,19760513,1,0,33,TRAIN
585,487,F,19420221,1,0,40,TRAIN
587,488,F,19450708,1,0,25,TRAIN
588,489,F,19601020,1,0,61,TRAIN
589,490,M,19610917,1,0,45,TRAIN
590,491,M,19490215,1,0,44,TRAIN
591,492,F,19741029,1,0,65,TRAIN
592,493,M,19650718,1,0,26,TRAIN
593,494,F,19540710,1,0,60,TRAIN
596,496,M,19481024,1,0,69,TRAIN
597,497,M,19430222,1,0,55,TRAIN
598,498,M,19701231,1,0,1,TRAIN
601,500,M,19660312,1,0,56,TRAIN
603,501,F,19660309,1,1,13,TRAIN
604,502,F,19650731,1,0,1,TRAIN
605,503,F,19700827,1,0,1,TRAIN
606,504,F,19490125,1,0,10,TRAIN
607,505,M,19640330,1,0,64,TRAIN
608,506,M,19720831,1,0,67,TRAIN
609,507,M,19620902,1,0,52,TRAIN
610,508,F,19790810,1,0,74,TEST
611,509,M,19521013,1,0,36,TEST
613,510,F,19770810,1,0,1,TRAIN
614,511,F,19470203,1,0,14,TRAIN
615,512,F,19490913,1,0,68,TRAIN
616,513,M,19750101,1,0,58,TRAIN
617,514,M,19740314,1,0,70,TRAIN
618,515,F,19320316,1,0,57,TRAIN
619,516,M,19200907,1,0,6,TEST
621,517,M,19390317,1,0,54,TRAIN
622,518,F,19311123,1,0,74,TEST
623,519,M,19250904,1,0,24,TEST
625,520,F,19781124,1,0,60,TRAIN
626,521,M,19800413,1,0,9,TEST
627,522,M,19720411,1,0,17,TRAIN
629,523,M,19760310,1,0,16,TRAIN
630,524,M,19520303,1,0,61,TRAIN
631,525,F,19560322,1,1,70,TEST
632,526,M,19460316,1,0,67,TRAIN
637,529,F,19701215,1,0,39,TRAIN
638,530,F,19610203,1,0,54,TRAIN
639,531,M,19780802,1,0,31,TRAIN
640,532,M,19790415,1,0,26,TRAIN
641,533,F,19620704,1,0,40,TRAIN
643,534,F,19490613,1,0,1,TRAIN
644,535,F,19610423,1,0,35,TRAIN
645,536,M,19251221,1,0,14,TRAIN
646,537,F,19220929,1,0,34,TRAIN
648,538,F,19350928,1,0,70,TEST
649,539,F,19780502,1,0,13,TEST
651,540,F,19760127,1,0,54,TRAIN
652,541,M,19381208,1,0,61,TRAIN
653,542,F,19301121,1,0,1,TRAIN
654,543,F,19420517,1,0,64,TEST
655,544,M,19421210,1,1,32,TRAIN
656,545,M,19560606,1,0,1,TRAIN
657,546,F,19260710,1,,8,TEST
659,547,M,19651207,1,0,24,TRAIN
660,548,M,19230322,1,0,16,TEST
663,550,M,19230120,1,0,24,TEST
664,551,F,19800319,1,0,77,TRAIN
665,552,F,19320405,1,0,62,TRAIN
666,553,M,19820523,1,0,26,TRAIN
667,554,F,19810720,1,0,26,TRAIN
668,555,F,19421225,1,0,1,TEST
669,556,F,19561219,1,0,12,TRAIN
670,557,M,19590121,1,0,1,TRAIN
671,558,F,19710227,1,0,10,TEST
672,559,F,19291109,1,0,46,TEST
673,560,M,19391029,1,0,36,TEST
674,561,F,19270111,1,0,11,TRAIN
675,562,M,19751112,1,0,50,TRAIN
676,563,M,19530207,1,0,70,TRAIN
677,564,M,19630524,1,0,5,TRAIN
678,565,F,19330528,1,0,39,TRAIN
679,566,M,19400319,1,0,8,TRAIN
681,567,M,19770115,1,0,15,TRAIN
682,568,M,19791021,1,0,18,TRAIN
683,569,F,19450829,1,0,76,TRAIN
684,570,F,19760410,1,0,3,TRAIN
685,571,F,19301213,1,0,72,TRAIN
686,572,F,19711003,1,0,32,TRAIN
689,574,M,19640802,1,0,70,TRAIN
690,575,M,19421107,1,0,38,TRAIN
692,576,F,19360111,1,0,74,TRAIN
694,577,M,19360228,1,0,29,TRAIN
695,578,M,19550627,1,0,28,TRAIN
697,579,M,19740501,1,0,1,TEST
698,580,M,19540227,1,0,75,TRAIN
699,581,F,19220422,1,0,26,TRAIN
700,582,M,19291120,1,0,12,TRAIN
702,584,F,19681107,1,0,31,TRAIN
703,585,M,19590426,1,0,4,TRAIN
704,586,M,19750501,1,0,54,TEST
705,587,M,19381210,1,0,19,TRAIN
706,588,M,19480805,1,0,1,TEST
707,589,M,19411214,1,0,1,TRAIN
708,590,F,19771127,1,0,50,TEST
709,591,M,19341229,1,0,1,TEST
710,592,M,19251128,1,0,23,TRAIN
711,593,F,19630816,1,0,48,TEST
712,594,M,19621204,1,0,54,TEST
713,595,F,19800329,1,0,20,TRAIN
714,596,M,19701008,1,0,31,TEST
715,597,F,19520115,1,,1,TRAIN
716,598,F,19541204,1,0,1,TRAIN
717,599,M,19680502,1,0,54,TRAIN
719,600,M,19740809,1,0,46,TRAIN
721,602,M,19400215,1,0,43,TRAIN
722,603,F,19701125,1,0,62,TEST
723,604,F,19570726,1,0,12,TRAIN
724,605,F,19530202,1,0,65,TEST
725,606,M,19561211,1,0,75,TRAIN
726,607,M,19350213,1,0,16,TRAIN
727,608,F,19300720,1,0,32,TEST
729,609,F,19690317,1,0,63,TRAIN
731,610,F,19790122,1,0,74,TRAIN
733,611,M,19780728,1,0,46,TRAIN
735,612,M,19731126,1,0,1,TRAIN
737,613,M,19521104,1,0,74,TEST
738,614,M,19200326,1,0,25,TRAIN
739,615,M,19420416,1,0,72,TEST
740,616,M,19231107,1,0,55,TEST
741,617,M,19410709,1,0,74,TRAIN
742,618,F,19511015,1,0,1,TRAIN
743,619,M,19410217,1,0,1,TEST
744,620,M,19400718,1,0,26,TRAIN
745,621,F,19660214,1,0,52,TRAIN
747,622,F,19530820,1,0,24,TEST
748,623,M,19361015,1,0,25,TRAIN
750,624,F,19560929,1,0,70,TRAIN
751,625,M,19590309,1,0,70,TRAIN
752,626,M,19441220,1,0,72,TRAIN
754,627,F,19470604,1,0,63,TEST
755,628,M,19471121,1,0,72,TRAIN
756,629,M,19200513,1,0,31,TEST
757,630,F,19701220,1,0,71,TRAIN
758,631,F,19610726,1,0,68,TRAIN
759,632,M,19550520,1,0,29,TRAIN
760,633,F,19360825,1,0,57,TRAIN
762,635,M,19370420,1,0,21,TRAIN
763,636,F,19270824,1,0,75,TEST
764,637,F,19551013,1,0,49,TEST
765,638,M,19691231,1,0,65,TRAIN
766,639,F,19260703,1,0,1,TRAIN
768,640,F,19310923,1,0,32,TRAIN
769,641,M,19771215,1,0,40,TRAIN
772,643,M,19441210,1,0,64,TEST
773,644,M,19351030,1,0,4,TEST
774,645,M,19730303,1,0,70,TRAIN
775,646,F,19401130,1,0,51,TEST
776,647,F,19530503,1,0,1,TRAIN
778,648,M,19400604,1,0,13,TRAIN
779,649,F,19440612,1,0,69,TRAIN
780,650,M,19240226,1,0,3,TRAIN
781,651,M,19450920,1,0,72,TRAIN
782,652,F,19630318,1,0,5,TRAIN
783,653,F,19710325,1,0,27,TRAIN
785,654,M,19340909,1,0,63,TRAIN
786,655,M,19780906,1,0,53,TRAIN
787,656,M,19471208,1,0,3,TRAIN
788,657,M,19740903,1,0,47,TRAIN
789,658,M,19310921,1,,4,TRAIN
790,659,F,19670509,1,0,63,TRAIN
791,660,F,19500929,1,0,68,TRAIN
793,662,M,19780204,1,0,21,TEST
796,664,M,19190830,1,0,1,TRAIN
797,665,M,19480127,1,0,8,TRAIN
798,666,F,19400212,1,1,27,TRAIN
803,669,M,19510215,1,0,35,TRAIN
806,671,M,19800422,1,0,60,TRAIN
807,672,F,19691021,1,0,53,TRAIN
808,673,M,19631128,1,0,31,TRAIN
809,674,M,19191015,1,0,49,TEST
810,675,F,19450924,1,1,58,TRAIN
812,676,M,19401206,1,,39,TRAIN
813,677,M,19640129,1,0,70,TRAIN
814,678,M,19591001,1,0,19,TRAIN
815,679,F,19641027,1,0,22,TRAIN
816,680,F,19580201,1,0,17,TRAIN
818,682,M,19660427,1,0,54,TRAIN
819,683,M,19580708,1,0,74,TRAIN
821,684,M,19480512,1,0,49,TRAIN
822,685,F,19590508,1,0,37,TRAIN
